CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
0345021C,0345,0345,0345,0345,9997, , ,1,1,1,29.33,40.3,43.98,63.29, , , ,-.19,.2, ,1
0345022C,0345,0345,9997,9997,9997,9997,C983,1,1,1,22.34,37.12, , , , ,155.97,.4,.12,.1,1
0345023C,0345,0345,0345,0345,6451,6451,C639,1,1,1,30.31,41.27,51.22,66.7,121.76,132.02,157.77,1.52,1.48,1.45,1
0345024C,0345,0345,9998,5017,5017, , ,1,1,1,28.49,46.46, ,69.63,99.21, , ,.52,.69, ,1
0345025C,0345,0345,0345,0345,6451,6451,C639,1,1,1,26.91,37.86,36.96,57.37,80.84,118.07,140.64,1.52,1.48,1.45,1
0346001C,0346,0346, ,0346,0346, , ,2,2,8,33.29,62.62, ,72.92,131.39, , ,.26, , ,1
0346002C,0346, , , , , , ,2,1,1,50.39, , , , , , , , , ,1
0346003C,0346,0346, ,0346,0346,0346,C640,2,1,2,26.01,30.83, ,56.99,73.17,99.64,114.37,-.81,-1.3,-1.3,1
0346004C,0346,0346, ,0346, , , ,2,1,1,30.48,32.95, ,54.05, , , ,.39, , ,1
0346005C,0346,0346, ,0346,0346,0346,C641,2,2,1,27.9,46.95, ,72.68,120.25,139.37,147.61,-.23,-.46,-.5,1
0346006C,0346,0346, ,0346,0346,0346,E560,2,2,1,25.23,38.11, ,53.18,81.17,97.02,121.35,.18,-.06,-.29,1
0346007C,0346,0346, ,0346,0346, , ,2,2,2,21.9,46.84, ,60.76,89.53, , ,-.29, , ,1
0346008C,0346,0346, ,0346,0346,0346,C641,2,2,2,20.13,23.55, ,41.06,77.07,104.85,121.87,-.97, ,-.41,1
0346009C,0346,0346, ,0346,0346,0346,C640,2,1,1,30.29,41.55, ,74.97,135.79,143.44,167.85,.75,.7,.67,1
0346010C,0346,0346, , , , , ,2,2,1,28.03,31.08, , , , , , , , ,1
0346011C,0346,0346, ,0346,0346,0346,C640,2,1,1,23.84,36.56, ,53.17,88.57,98.26,133.48,.9,.89,.86,1
0346012C,0346,0346, ,0346,0346,0346,C640,2,2,1,23.52,31.12, ,51.06,102.95,118.98,129.91,.15,.18,0,1
0346014C,0346,0346, ,0346,0346,0346,C640,2,1,1,30.73,39.61, ,64.5,127.31,151.85,165.53,-.74,-.7,-.84,1
0346015C,0346,0346, ,0346,0346,0346,C634,2,2,1,30.43,41.98, ,69.37,102.77,128.95,125.12,.49,.36,.41,1
0346016C,0346,0346, ,0346,0346,0346,C640,2,1,1,24.73,31.5, ,66.55,92.49,116.97,128.36,-.44,-.14,-.23,1
0346017C,0346,0346, ,0346,0346,0346,C642,2,2,2,23.15,29.97, ,41.74,65.87,77.85,101.15,-.93,-.78, ,1
0346018C,0346,0346, ,0346,0346, , ,2,1,1,33.79,41.13, ,63.88,122.55, , ,-.06,.02, ,1
0346019C,0346,0346, ,0346,0346,0346,C640,2,2,1,32.32,41.84, ,62.22,115.68,130.54,161.93,-.01,.4,.4,1
0346020C,0346,0346, ,0346,0346,0346,C640,2,2,1,30.63,39.89, ,56.8,100.08,117.01,118.7,-.45,-.59,-.61,1
0346021C,0346,0346, ,0346,0346,0346,C640,2,1,2,18.42,23.73, ,42.05,73.17,64.63,116.79,-.53,-1.3,-1.3,1
0346022C,0346,0346, ,0346,0346, , ,2,2,1,26.23,29.98, ,55.35,102.44, , ,-.2,-.38, ,1
0346023C,0346,0346, , , , , ,2,2,1,26.34,39.35, , , , , , , , ,1
0346024C,0346,0346, ,0346,0346, , ,2,1,1,23.2,37.72, ,61.34,91.25, , ,-.67,-.72, ,1
0347001C,0347,0347,0347,0347,8230,0347,E270,1,1,1,23.2,46.66,54.15,65.73,113.48,133.92,140.73,-.43,-.46,-.59,1
0347002C,0347,0347,0347,9997,0347,0347,C643,1,2,1,36.69,53.6,75.29, ,123.47,135.48,142.68,-.61,-1.26,-1.73,1
0347003C,0347,4287,9998,4287, , , ,1,1,4, ,39.98, ,61.14, , , ,-1.41, , ,1
0347004C,0347,0347,0347,0347,0347, , ,1,2,2,30.6,32.61,40.35,52.52,53.43, , ,-.97,-.48, ,1
0347005C,0347,0347,0347,0347,0347,0347,C642,1,2,1,33.36,51.02,62.66,69.91,130.44,150.88,160.98,-.25,-.47, ,1
0347006C,0347,4185,4185,0348,0348, , ,1,1,4,20.08,32.73,39.14,53.71,77.46, , ,-.38,-.3, ,1
0347007C,0347,0347,9998,5534,5534, , ,1,1,3,28.03,33.71, ,48.02,77.33, , ,-1.75, , ,1
0347008C,0347,0347,0347,0347,8264, , ,1,1,2,24,29.22,35.44,55.81,76.41, , ,.19, , ,1
0347009C,0347,4288,9998,4288,4288, , ,1,2,2, ,14.27, ,20.39, , , ,-.66,-.64, ,1
0347010C,0347,0347,5105,4287, , , ,1,2,1,16.36,19.64,34.8,30.15, , , , , , ,1
0347011C,0347,0347,0347,0347,0347, , ,1,1,3,31.38,48.12,49.13,67.16,136.51, , ,.27, , ,1
0347012C,0347,4291,4291,4291,4291, , ,1,2,1, ,27.4,44.8,60.89,73.16, , ,-.93,-.87, ,1
0347013C,0347, , , , , , ,1,1,2,18.04, , , , , , , , , ,1
0347014C,0347,0347, , , , , ,1,1,1,33.86,48.03, , , , , , , , ,1
0347015C,0347,0347,0347,0347,0347,0347, ,1,2,3,14.86,22.45,31.5,41.61,62.5,101.62, ,-.13, , ,1
0347016C,0347,0347,0347,0344, , , ,1,2,1,25.79,36.8,42.37,58.48, , , , , , ,1
0347017C,0347,0347,9998,5533,7397, , ,1,1,2,24.03,28.38, ,54.41,65.22, , ,-1.18,-1.34, ,1
0347018C,0347,0347,0347,0347,0347,0347,C358,1,1,2,24.56,38.36,46.89,59.88,102.69,120.4,119.42,-.6,-.67,-.68,1
0347020C,0347,0347,0347,0347,0347,0347, ,1,2,1,16.58,25.52,35.9,45.88,77.46,108.56, ,-.74,-.76, ,1
0347021C,0347,0347,0347,0347,0347,0347, ,1,2,3,18.52,26.25,37.71,49.28,90.23,115.8, ,-.52,-.64,-.61,1
0347022C,0347, ,9998,9997,9997, , ,1,2,1,20.86, , , , , , ,-.4,-.46, ,1
0347023C,0347,0347,0347,0347,7395,7395,C448,1,2,4,24.18,26.59,28.5,45.84,80.59,116.74,129.15,0,.15,0,1
0347024C,0347,0347,0347,0347, , , ,1,2,1,19.23,21.06,25.2,36.44, , , ,-.66, , ,1
0347040C, , , ,0347,0347,0347,E147, ,2,3, , , ,69.12,106.85,135.03,152.33,.47,.54,.51, 
0347041C, , , , ,4291, , , ,1,1, , , , ,115.79, , , , , , 
0348001C,0348,4289, , , , , ,1,1,1,20.48,30.65, , , , , , , , ,1
0348002C,0348,0348,0348,0348,0348,0348,C984,1,1,4,21.74,39.6,45.21,57.98,77.42,119.35,135.36,-.25,-.43,-.45,1
0348003C,0348,0348,5104,5104,5104,A625, ,1,2,8,15.42,29.32,-9,60.36,86.71,92.41, ,-.14,-.16, ,1
0348004C,0348,0348,0348,0348,0348, , ,1,1,2,28.88,41.87,45.02,77.7,138.91, , ,.37,.17, ,1
0348005C,0348,0348,0348,0348,0348, , ,1,2,2,21.64,30.02,41.47,67.46,73.23, , ,-.58,-.73, ,1
0348006C,0348,0348,5106,5106,5106,5106, ,1,1,2,29.94,35,42.57,59.02,116.58,128.46, ,-.36,-.62,-.64,1
0348007C,0348,0348,9998,5105,5105, , ,1,2,2,21.06,25.62, ,52.67,77.58, , ,-2.22,-.97, ,1
0348008C,0348,0348,0348,0348,9997,9997,E578,1,2,2,31.57,45.96,49.56,73, , ,137.47,-.84,-.94,-.96,1
0348009C,0348,0348,0348,0348,0348,0348, ,1,1,4,33.99,53.23,58.12,78.99,103.36,138.13, ,-.89,-.55,-.6,1
0348010C,0348,0348,0348,0348,7121,7121, ,1,2,4,12.7,14.34,21.54,26.47,44.63,75.44, , , ,-1.35,1
0348011C,0348,0348,0348,0348,0348, , ,1,2,8,17.11,23.24,22.58,31.82,58.47, , ,-.44, , ,1
0348012C,0348,0348,9226,9226,9227, , ,1,1,8,13.75,24.95,29.16,44.36,58.92, , ,.68,.59, ,1
0348013C,0348,0348,0348,0348,0348,0348,9359,1,1,1,19.57,41.43,42.06,52.46,109.28,131.14,145.11,-.43,-.47,-.59,1
0348014C,0348,0348,0348,0348, , , ,1,1,2,47.23,46.07,56.44,84.71, , , ,-.46, , ,1
0348015C,0348, , , , , , ,1,1,1, , , , , , , , , , ,1
0348016C,0348,0348,0348,0348,0348,0348, ,1,2,2,26.21,36.16,47.38,59.89,91.94,100.9, ,-.05,.33,.3,1
0348017C,0348,0348,0348,0348,9995, , ,1,2,2,30.47,47.35,45.38,77.85, , , ,-1.26,-1.93, ,1
0348018C,0348,4290,9998,4290,8416, , ,1,2,1,26.74,40.73, ,55.82,99.91, , ,-.52,.64, ,1
0348019C,0348,0348,0348,0348,0348,0348,C358,1,2,1,27.64,32.17,36.45,59.09,85.15,107.77,122.38,-.1,-.17,.16,1
0348020C,0348,0348,0348,0348,0348,0348,C358,1,2,2,28.04,39.54,44.37,56.02,117.22,131.78,160.2,-.13,-.44,-.42,1
0348021C,0348,0348,9998,5532,5532, , ,1,2,3,31.32,42.55, ,66.73,115.51, , ,-.51,-.38, ,1
0348022C,0348,0348,0348,0348,0348, , ,1,2,3,17.02,26.35,31.14,62.19,87, , ,-1.42,-1.62, ,1
0348023C,0348,0348,0348,0348,7397, , ,1,2,2,20.21,26.16,41.15,63.69,95.69, , ,-.94,-1.03, ,1
0348024C,0348,0348,0348,0348,0348,9997,C986,1,1,1,15.48,20.93,21.59,34.36,69.58, ,151.77,-.99,-.33,-.43,1
0348025C,0348,0348,0348,0348,5104, , ,1,1,8, , , , , , , ,-.44, , ,1
0349001C,0349,0349, ,0349, , , ,1,1,1,38.58,51.7, ,87.8, , , ,.75, , ,2
0349002C,0349,0349, ,0349,0349,0349,0349,1,2,1,18.35,29.67, ,45.26,68.22,103.92,124.93,.08,.01,-.06,2
0349003C,0349,0349, ,0349,0349,0349,0349,1,2,1,26.99,39.59, ,59.89,103.17,117.09,141.46,-.2,.2,-.01,2
0349004C,0349,0349, ,0349,0349,0349,C369,1,1,1,41.3,81.29, ,96.9,136.44,145.86,166.98,-.29,-.11,.31,2
0349005C,0349,0349, ,0349,0349,0349,0349,1,2,1,26.62,38.75, ,53.5,90.85,132.16,138.75,-.12,-.22,-.24,2
0349006C,0349,0349, , , , , ,1,1,1,45.12,43.34, , , , , , , , ,2
0349007C,0349,0349, ,0349,0349,0349,C641,1,1,1,40.42,79.96, ,101.07,150.79,167.15,171.12,.18,-.09,-.04,2
0349008C,0349,0349, , , , , ,1,1,1,31.82,43.49, , , , , , , , ,2
0349009C,0349,0349, ,0349,0349,0349,0349,1,1,1,36.4,38.19, ,58.36,90.33,122.01,143.99,-.31,.17,.26,2
0349010C,0349,0349, ,0349,0349,0349,0349,1,2,1,17.76,28.12, ,50.82,78.6,105.01,116.1,.62,.53,.62,2
0349011C,0349,0349, ,0349,0349,A820,A820,1,1,1,42.63,75.89, ,94.71,135.27,162.15,172.2, ,.14,.53,2
0349012C,0349,0349, ,0349,0349,0349,0349,1,2,1,30.68,33.27, ,57.83,101.59,131.71,133.64,.05,-.02,.02,2
0349013C,0349,0349, ,0349,0349,0349,C369,1,2,1,32.95,48.6, ,85.98,109.39,118.46,156.32,.39,.86,.83,2
0349014C,0349,0349, ,0349,0349,0349,0349,1,1,1,29.75,47.88, ,71.51,90.52,124.1,142.27,.49,-.29,-.32,2
0349015C,0349,0349, ,0349,0349,0349,0349,1,1,1,32.21,51.67, ,76.95,121.29,154.44,169.99,.45,.07,.53,2
0349016C,0349,0349, ,0349,0349,0349,0349,1,2,1,42.39,57.78, ,89.34,119.44,142.47,157.39,1.01,.97,1.06,2
0349017C,0349,0349, ,0349,0349,0349,0349,1,2,1,33.75,51.51, ,103.74,128.99,142.08,147.36,-.42,-.44,-.46,2
0349018C,0349,0349, ,0349, , , ,1,2,1,23.46,38.01, ,71.76, , , ,.66, , ,2
0349019C,0349,0349, ,0349,0349,0349,0349,1,2,1,35.54,40.62, ,78.03,111.64,138.02,157.23,-.08,0,-.03,2
0349020C,0349,0349, ,0349,0349,0349,0349,1,1,1,28.33,43.75, ,58.3,115.32,129.64,142.81,-.16,-.39,-.29,2
0349021C,0349,0349, ,0349,0349,0349,0349,1,1,1,29.57,36.2, ,52.23,97.5,129.04,143.55,.43,.42,.4,2
0349022C,0349,0349, ,0349,0349,0349,0349,1,2,1,31.94,34.78, ,56.32,105.61,135.9,138.15,.8,.69,1.05,2
0349023C,0349,0349, ,0349,0349,0349,0349,1,1,1,74.95,110.7, ,118.51,153.56,167.44,172.2,.71,.73,.81,2
0349024C,0349,0349, ,0349,0349,0349,0349,1,1,1,26.51,32.05, ,57.76,106.46,131.14,157.54,-.29,-.41,-.36,2
0350001C,0350,0350,0350,0350,0350,0350,C987,2,1,1,36.43,46.28,45.07,63.75,89.97,89.11,119.96,.01,.06,-.08,2
0350002C,0350,0350,9998,5017,5017, , ,2,1,1,51.83,81.23, ,87.26,130.42, , ,.99,.97, ,2
0350003C,0350,0350,5017,5017,5017,5017,5017,2,2,1,32.97,44.68,58.88,59.1,106.71,136.51,139.25,.07,.41,.53,2
0350004C,0350,0350,0350,0350,0350, , ,2,2,1,25.76,46.64,47.83,70.21,102.13, , ,.43,.46, ,2
0350005C,0350,0350,0350,0350,0350,5540,5540,2,1,1,26.73,37.37,39.64,63.85,80.75,130.78,157.42,.58,.4,.37,2
0350006C,0350,0350,9998,5540,5540, , ,2,2,1,47.19,52.17, ,70.93,119.29, , ,.68,.44, ,2
0350007C,0350,0350,0350,0350,0350, , ,2,1,1,37.43,48.87,50.13,78.14,112.46, , ,-.52,-.51, ,2
0350008C,0350,0350,0350,0350,0350,0350,0350,2,1,1,61.31,71.4,85.69,112.84,132.38,150.6,160.34,-.66,-.74,-.71,2
0350009C,0350,0350,9998,5017,8545, , ,2,2,1,44.49,50.97, ,72.96,105.82, , ,1.29,1.15, ,2
0350010C,0350,0350,0350,0350,0350,5540,5540,2,2,1,36.85,62.93,66.01,72.58,118.94,137.73,168.16,.68,.67,.71,2
0350011C,0350,0350,5017,5017,5017,5017,5017,2,1,1,37.4,42.63,52.42,80.51,128.63,140.7,169.03,.07,.41,.53,2
0351001C,0351,0351, ,0351,0351,0351,C424,3,2,1,19.76,28.37, ,47.27,85.56,105.66,161.55,-.71,-.59,-.62,1
0351002C,0351,0351, ,0351,0351,0351,C424,3,1,1,28.62,42.06, ,72.04,122.52,138.83,160.5,-.38,-.37,-.2,1
0351003C,0351,0351, ,0351,0351,0351,C424,3,2,1,23.49,36.82, ,55.02,81.14,88.98,110.06,-.7,-.66,-.68,1
0351004C,0351,0351, ,0351,0351,0351,C424,3,2,1,33.43,50.08, ,97.87,150.27,156.59,171.39,1.17,.91,.61,1
0351005C,0351,0351, ,0351,0351,0351, ,3,1,1,37.88,49.04, ,103.51,122.86,152.48, ,.27, , ,1
0351006C,0351,0351, ,0351,0351,0351,C424,3,1,1,25.84,45.89, ,72.42,124,139.7,167.76,.06,-.09,-.12,1
0351007C,0351,0351, ,0351,0351,0351,C424,3,2,1,41.39,73.42, ,71,121.49,144.7,163.6,-.14, ,-.05,1
0351008C,0351,0351, ,0351,0351,0351,C424,3,2,1,26.59,25.82, ,41.18,86.26,112.49,128.98,-.7,-.84,-.84,1
0351009C,0351,0351, ,0351,0351,0351,C424,3,1,1,18.46,29.53, ,51.78,74.52,113.32,147.65,-.46,-.34,-.38,1
0351010C,0351,0351, ,0351,0351, , ,3,2,1,19.97,29.67, ,41.68,76.22, , , ,-.48, ,1
0351011C,0351,0351, ,0351,0351,0351,C424,3,1,2,15.99,27.84, ,58, ,131.5,155.61,-.2, ,-.16,1
0351012C,0351,0351, ,0351,0351,0351,C424,3,1,1,12.18,19.87, ,22.86, , , ,-.29,-.43,-.3,1
0351013C,0351,0351, ,0351,0351,0351,C424,3,2,1,29.57,64.67, ,78.6,121.12,146.5,165.29,-.2,-.18,-.66,1
0351014C,0351,0351, ,0351,0351,0351,C424,3,2,1,28.59,39.95, ,55.63,103.52,129.15,152.19,-.33,-.47,-.49,1
0351015C,0351,0351, ,0351,0351,0351,C424,3,2,1,27.27,43.44, ,66.99,106.66,129.25,163.39,.06,-.01,-.03,1
0351016C,0351,0351, ,0351,0351,0351,C424,3,1,1,36.72,62.02, ,90.89,125.42,151.57,167.18,-.13,-.16,-.28,1
0351017C,0351,0351, , , , , ,3,1,1,32.56, , , , , , , , , ,1
0351018C,0351,0351, ,0351,0351,0351,C424,3,1,1,18.55,33.13, ,46.74,104.9,119.68,142.62,-.3,-.36,-.31,1
0351019C,0351,0351, ,0351,0351,0351,C424,3,2,1,33.63,56.75, ,73.36,109.49,132.87,160.43,.34,.34,.24,1
0351020C,0351,0351, ,0351,0351,0351,C424,3,2,1,37.14,56.81, ,87.35,102.69,131.9,167.92,-.1,.51,.31,1
0351021C,0351,0351, ,0351,0351,0351,C424,3,1,1,25.66,41.42, ,87.32,121.79,136.11,161.39,.56,.41,.68,1
0351022C,0351,0351, ,0351,0351,0351,C424,3,2,1,34.93,41.08, ,65.37,120.84,128.51,157.14,.04,-.4,-.42,1
0351023C,0351,0351, ,0351,0351,0351,C424,3,1,1,26.33,43.72, ,53.41, ,127.15,140.65,.36,.47,.33,1
0351024C,0351,0351, ,0351,0351,0351,C424,3,1,1,20.42,30.96, ,50.81,80.46,111.41,141.56,.9,1.08,1.05,1
0355001C,0355,0355, ,0355,0355,0355,C416,1,1,5,19.07,26.5, ,56.26,104.22,127.56,150.2,-.95,-1.01,-1.09,1
0355002C,0355,0355, ,0355,5783, , ,1,2,5,-1,30.64, ,51.25,85.71, , ,-.84,-1.61, ,1
0355003C,0355,0355, , , , , ,1,1,5,-1,-1, , , , , , , , ,1
0355004C,0355,0355, ,0355,7840,7840,C416,1,2,5,19.28,28.36, ,41.5,77.37,114.93,149.62,.37,-.44,-.6,1
0355005C,0355,0355, ,0355, , , ,1,2,5,-1,36.73, ,63.32, , , ,-.61, , ,1
0355006C,0355,0355, ,0355,0355,0355,C416,1,1,5,-1,-1, ,31.58,54.38,111.48,120.27,-1.18,-1.19,-1.14,1
0355007C,0355,0355, ,0355,0355,0355,C416,1,1,5,-1,22.99, ,38.63,58.92,88.82,120.64,-.72,-.66, ,1
0355008C,0355,0355, , , , , ,1,2,5,25.28,32.24, , , , , , , , ,1
0355009C,0355,0355, ,0355,8231,8231,C433,1,1,5,24.57,30, ,68.08,96.21,133.14,161.72,-.12,-.12,-.21,1
0355010C,0355,0355, , , , , ,1,2,7,16.67,20.17, , , , , , , , ,1
0355011C,0355,0355, ,0355,0355, , ,1,2,1,18.57,35.02, ,73.79,108.71, , ,.04,.26, ,1
0355012C,0355,0355, ,0355,0355,0355,C416,1,1,1,15.32,19.24, ,36.84,53.83,78.74,125.2,-.38,-.5,-.52,1
0355013C,0355,9228, , , , , ,1,1,1,16.88, , , , , , , , , ,1
0355014C,0355,0355, ,0355,0355,0355,C416,1,1,1,25.35,30.16, ,54.74,76.13,118.62,134.02,.88,.76,.74,1
0355015C,0355,0355, ,0355,0355, , ,1,2,1,25.76,41.21, ,67.24,123.72, , ,-.69,-.86, ,1
0355016C,0355,0355, ,0355,0355,0355,C416,1,2,1, ,43.69, ,81.44,124.58,145.83,160.37,.04,.07,.34,1
0355017C,0355,0355, , , , , ,1,1,1,18.52,33.3, , , , , , , , ,1
0355018C,0355,0355, , , , , ,1,1,1,19.89,27.84, , , , , , , , ,1
0355019C,0355,0355, ,0355,0355, ,D678,1,1,1, ,36.06, ,62.81,93.47, ,131.06,-.64,-.6, ,1
0355020C,0355,0355, , , , , ,1,2,1,30.89,32.04, , , , , , , , ,1
0355021C,0355,0355, ,0355, , , ,1,2,1,22.96,30.79, ,45.24, , , ,-.62, , ,1
0355022C,0355,4057, , , , , ,1,1,1,21.16, , , , , , , , , ,1
0355023C,0355,0355, , , , , ,1,2,1,16.48,29.5, , , , , , , , ,1
0355024C,0355,0355, , , , , ,1,1,1,25.04,30.66, , , , , , , , ,1
0356001C,0356,0356, ,0356,0356,0356,C407,1,2,5,-1,24.72, ,61.61,82.88,118.03,126.29,-.09,-.8,-.91,2
0356002C,0356,0356, ,0356,0356,0356,C423,1,2,5,-1,-1, ,45.26,75.74,117.95,134.63, , ,.52,2
0356003C,0356,0356, ,0356, , , ,1,1,1,13.16,17.82, ,42.62, , , ,-.32, , ,2
0356004C,0356,0356, ,0356, , , ,1,1,1,29.22,41.69, ,79.75, , , ,1.15, , ,2
0356005C,0356,0356, ,0356,0356,0356, ,1,2,1,29.45,34.59, ,52.56,88.84,127.76, ,-.24,-.16,-.14,2
0356006C,0356,0356, ,0356,0356,0356,C407,1,1,1,19.51,39.4, ,66.17,111.52,139.12,142.56,-.05,-.11,-.21,2
0356007C,0356,0356, ,0356,0356,0356,C433,1,1,1,29.91,32.63, ,81.58,114.61,143.66,155.52,-.15,-.14,.48,2
0356008C,0356,0356, ,0356,0356,0356,C407,1,2,1,19.05,27.43, ,48.12, ,97.19,118.9,-.53,-.56,-.6,2
0356009C,0356,0356, ,0356, , , ,1,2,1,17.71,25.26, ,62.5, , , ,.47, , ,2
0356010C,0356,0356, ,0356,0356,0356, ,1,1,1,28.71,43.71, ,73.65,117.09,134.6, ,-.54,.3,.31,2
0356011C,0356,0356, ,0356,0356,0356,C407,1,2,1,20.15,27.36, ,53.25,70.13,95.47,122.56,-.25,-.33,-.35,2
0356012C,0356,0356, ,0356, , , ,1,1,1,30.64,40.02, ,81.8, , , ,1.33, , ,2
0356013C,0356,0356, ,0356,0356,0356, ,1,1,1,38.11,54.29, ,83.53,109.94,151.41, ,-.52,-.62,-.61,2
0356014C,0356,0356, ,0356,0356,0356,C423,1,2,1,27.83,42.29, ,73.3,101.95,121.16,151.36,-.06,-.21,-.28,2
0356015C,0356,0356, ,0356, , , ,1,2,1,36.89,58.7, ,98.57, , , ,.7, , ,2
0356016C,0356,0356, ,0356,0356,0356,C423,1,1,1,23.26,32.8, ,54.36,87.75,120.97,141.12,-.73,-.87,-.66,2
0357001C,0357,0357, ,0357,0357,0357, ,1,2,5, ,-1, ,55.6,76.47,93.03, ,-.94, , ,1
0357002C,0357,0357, ,0357,7398,7398,C407,1,2,5, ,37.58, ,65.95,89.03,131.61,148.15,-1.18,-1.15,-1.2,1
0357003C,0357,0357, ,4057,4057,4057,9995,1,2,5, ,28.75, ,61.66,103.98,118.42, ,-.67, ,-.97,1
0357004C,0357,0357, ,0357,5783,5783,9995,1,1,5, ,30.04, ,49.24,75.54,117.04, ,-1.18, , ,1
0357005C,0357,0357, ,0357,0357, , ,1,1,5,-1,-1, ,61.58,88.9, , ,-.84,-.79, ,1
0357006C,0357,0357, ,0357,0357,0357,C416,1,1,5, ,26.75, ,42.17,61.22,67.28,124.36,-1.03,-1.31,-1.17,1
0357007C,0357,0357, ,0357,0357,0357,C416,1,2,5, ,27.15, ,46.04,90.94,95.24,134.16,-1.28,-1.19,-1.13,1
0357008C,0357,0357, ,0357,0357,0357,C416,1,1,5,24.67,32.82, ,50.06,76.29,93.54,110.55,-.69,-.68,-.7,1
0357009C,0357,0357, ,0357,0357,0357,C416,1,2,5, ,38.94, ,67.14,93.24,123.51,136.67,-.98,-1.18,-1.11,1
0357010C,0357,0357, ,0357,0357,0357,9995,1,1,5, ,-1, ,63.07,104.95,139.34, ,-1.71,-1.35,-1.08,1
0357011C,0357,0357, ,5783,4057, , ,1,1,5, ,-1, ,63.36,103.55, , ,-.92,-1.01, ,1
0357012C,0357,0357, ,0357,7399, , ,1,2,5, ,-1, ,52.88,89.61, , ,-.52,-1.57, ,1
0357013C,0357,0357, ,5783,7013,7013,C407,1,2,5,-1,35.49, ,50.65,108.1,138.78,142.54,-1.14, ,-1.23,1
0357014C,0357,0357, ,0357,0357,A832, ,1,1,5,-1,-1, ,54.64,100.68,133.28, ,-1, ,-1.03,1
0357015C,0357,0357, ,0357,0357,A687, ,1,2,5, ,29.5, ,51.46,83.05,94.73, ,-1.07,-.62,-.45,1
0357016C,0357,0357, ,0357,0357,0357,C416,1,1,1,27.55,33.68, ,75.84,104.85,144.36,148.11,-.29,-.09,-.04,1
0357017C,0357,0357, ,0357,0357,0357,C416,1,2,1,24.2,33.55, ,64.5,103.28,102.08, ,.13,.04,.4,1
0357018C,0357,0357, ,0357,0357,0357,C416,1,2,1,28.25,45.51, ,69.05,130.8,142.95,162.42,.02,.14,.23,1
0357020C,0357,0357, ,0357,0357,0357, ,1,2,1,25.54,36.25, ,57.27,96.5,119.4, ,-.03,.09,.13,1
0357021C,0357,0357, ,0357,0357,0357,C416,1,1,1,19.4,36.49, ,61.67,124.94,124.57,158.67,-.17,-.16,-.26,1
0357022C,0357,0357, ,0357,0357,0357,C416,1,2,1,18.58,23.29, ,48.08,84.52,106.54,113.2,1.22,1.11,1.19,1
0357023C,0357,0357, ,0357,0357,0357,C416,1,2,1,23.87,25.88, ,41.91,74.71,96.4,115.66,.25,.1,.15,1
0357024C,0357,0357, ,0357,0357,0357,C416,1,2,1,22.48,29.6, ,55.07,108.95,137.66,153.46,1.27,1.02,.99,1
0357040C, , , ,0357,0357,0357,C416, ,1,1, , , ,92.24,118.01,155.83,168.93,1.59,1.47,1.44, 
0359001C,0359,0359, ,0359,7013,A227, ,1,2,5,17,30.01, ,49,90.37,120.95, , , , ,1
0359002C,0359,0359, ,0359,7013,7013,C407,1,2,1,38.44,41.81, ,86.52,115.77,142.89,137.05,.23,.44,.41,1
0359003C,0359,0359, ,0359,0359,0359,C407,1,2,1,33.41,50.18, ,94.73,122.18,156.85,168.06,.08,-.23,-.33,1
0359004C,0359,0359, ,0359,0359,0359,C407,1,2,1,42.25,63.02, ,77.97,132.66,161.96,159.48,.63,.88,.85,1
0359005C,0359,0359, , , , , ,1,2,1,31.28, , , , , , , , , ,1
0359006C,0359,0359, , , , , ,1,2,1, , , , , , , , , , ,1
0359007C,0359,0359, ,0359,0359,0359,C423,1,1,1,30.85,53.99, ,74.63,124.26,137.84,147.26,-.49,-.46,-.49,1
0359008C,0359,0359, ,0359,0359,0359,C407,1,2,1,30.92,41.37, ,71.9,118.43,128.97,169.63,.39,.14,.16,1
0359009C,0359,0359, ,0359,0359,0359,C416,1,2,1,50.75,50.47, ,91.55,111.91,143.79,168.12,.08,-.16,.08,1
0359010C,0359,0359, ,0359,0359,0359,C407,1,2,1,23.25,28.53, ,53.69,88.22,113.95,108.68,-.9,-1,-.96,1
0359012C,0359,0359, ,0359,7013,7013,9991,1,1,1,19.17,32.33, ,56.71,108.8,136.46, ,-.53,-.51,-.53,1
0359013C,0359,0359, ,0359,0359, , ,1,1,1,26.47,29.22, ,50.59, , , ,.27,-.54, ,1
0359015C,0359,0359, ,0359,7013,7013,C407,1,2,1,38.14,50.13, ,75.47,133.12,142.37,153.7,.93,.94,.82,1
0359016C,0359,0359, ,0359,0359,0359,D678,1,1,1,37.79,50.96, ,62.11,111.5,148.59,162.05,.63,.52,.49,1
0359017C,0359,0359, ,0359,0359,0359,C407,1,1,1,29.07,42.25, ,66.3,114.35,145.87,167.94,.06,.06,.04,1
0359018C,0359, , , , , , ,1,1,1,20.79, , , , , , , , , ,1
0359019C,0359,0359, ,0359,7013, , ,1,2,1,28.42,39.47, ,59.94,101.52, , ,.14,.07, ,1
0359020C,0359,0359, ,0359,7013,7013,C407,1,2,1,25.89,33.7, ,52.12,103.7,102.95,125.5,-.44, ,-.46,1
