CHILDID,S1_ID,S2_ID,S3_ID,S4_ID,S5_ID,S6_ID,S7_ID,KURBAN_R,GENDER,RACE,C1R4MSCL,C2R4MSCL,C3R4MSCL,C4R4MSCL,C5R4MSCL,C6R4MSCL,C7R4MSCL,W1SESL,W3SESL,W5SESL,S2PUBLIC
0805018C,0805,0805, ,0805,0805,0805, ,3,1,1,33.86,43.64, ,74.19,106.91,143.35, ,.01,-.09, ,1
0805019C,0805,0805, ,0805,0805,0805,C912,3,1,1,18.49,24, ,41.56,69.01,88.24,120.07,-.95,-.83,-.8,1
0805020C,0805,0805, ,0805,0805,0805,C912,3,1,1,19.76,35.81, ,48.78,118.36,132.8,159.3,-.27,-.39,-.34,1
0805021C,0805,0805, ,0805,0805,0805,C912,3,2,1, ,46.29, ,74.74,129.94,147.63,164.57,.1,-.95,-.81,1
0805022C,0805,0805, , , , , ,3,1,1,21.95,32.64, , , , , , , , ,1
0805023C,0805,0805, ,0805,0805,0805,C912,3,1,8,27.82,37.03, ,44.66,66.95,75.03,111.74,-.45,-.4,-.42,1
0805024C,0805,0805, , , , , ,3,2,1, ,18.57, , , , , , , , ,1
0805025C,0805,0805, ,0805, , , ,3,2,1,19.54,35.35, ,53.63, , , ,-.63, , ,1
0808001C,0808,0808, ,5687,0808,5687,C917,2,2,5,33.09,32.55, ,58.17,104.32,125.98,143.39,.25,.2,0,1
0808002C,0808,0808, ,0808,0808,5687,C917,2,1,1,17.98,38.34, ,53.89,120.42,119.88,139.05,-.37,-.6,-.48,1
0808003C,0808,0808, ,0808,0808,5687, ,2,1,1,24.98,42.93, ,61.84,87.63,103.93, ,-.47,-.29,-.24,1
0808004C,0808,0808, ,0808,0808,5687,C917,2,2,1,33.38,39.61, ,61.3,114.41,106.21,139.01,.81,1,.8,1
0808006C,0808,0808, ,0808,8178, , ,2,1,2,22,28.48, ,48.46,72.06, , ,-.24,-.27, ,1
0808007C,0808,0808, ,0808,0808,5687,C917,2,1,1,19.18,30.02, ,48.75,118.56,131.61,164.77,-1.34,-.66,-.78,1
0808008C,0808,0808, ,0808,9366,9366, ,2,1,1,22.08,26.59, ,44.57,67.67,64, ,.03,.27,.19,1
0808009C,0808,0808, ,0808,0808,5687,C917,2,2,1,29.65,42.38, ,56.47,104.75,98.91,121.98,-.38,-.06,-.09,1
0808010C,0808,0808, ,0808,0808,A289,A253,2,1,8,39.89,58.37, ,105.28,139.69,159.74,168.39,.58,.3,.51,1
0808012C,0808,0808, ,0808, , , ,2,1,1,22.53,22.48, ,52.53, , , ,-.64, , ,1
0808013C,0808,0808, ,0808,0808,5687,C917,2,1,2,13.02,22.9, ,48.58,83.08,86,121.5,-1.9,-1.13,-1.15,1
0808014C,0808,0808, ,0808,0808,5687,C917,2,1,2,26.51,35.54, ,61.26,117.58,129.16,150.88,-.52,.3,.26,1
0808015C,0808,0808, ,0808,0808,5687,E563,2,1,1,32.92,37.62, ,53.88,108.26,130.62,136.3,-.37,-.12,-.41,1
0808016C,0808,0808, ,6057,0808,5687,C917,2,2,4,19.67, , ,50.18,62.41,85,120.68, ,-.97,-.92,1
0808017C,0808,0808, ,0808,0808,5687,C917,2,1,1,28.04,39.34, ,77.72,140.06,138.63,161.34,.4,.17,.15,1
0808018C,0808,4112, ,4112,7312, , ,2,1,1,27.99,60, ,61.61,108.93, , ,.57,.39, ,1
0808019C,0808,0808, ,0808,0808,5687,C917,2,2,2,18.33,32.03, ,54.55,71.18,91.65,126.04,-.35,-.38,.2,1
0808020C,0808,0808, ,0808,0808,5687, ,2,1,1,23.64,34.51, ,62.19,90.41,116.47, ,.84,1.14,1.11,1
0808021C,0808,0808, ,0808,0808, , ,2,1,1,23.62,25.76, ,67.28,124.67, , ,.31,.17, ,1
0808022C,0808,0808, ,0808,0808,5687,C917,2,2,2,27.7,48.84, ,66.7,118.81,142.19,147.02,-.44,-.51,-.47,1
0808023C,0808,0808, , , , , ,2,2,1,19.48,26.46, , , , , , , , ,1
0808024C,0808,0808, ,0808,0808,5687,C917,2,1,1,-9,-9, , , ,-9, ,.71,.63,.68,1
0809001C,0809,0809, ,0809,0809,0809,D587,2,1,1,25.95,30.74, ,39.42,58.57,72.41,107.31,-.94,-1.18,-1.02,1
0809002C,0809,0809, ,0809,0809,0809,D587,2,1,1,26.64,33.17, ,52.7,76.16,93.47,146.89,.26,-.63,-.33,1
0809003C,0809,0809, ,0809,0809,0809,D587,2,1,1,29.85,42.94, ,61.11,113.98,139.14,140.42,-.39,-.45,-.41,1
0809004C,0809,0809, ,0809,0809,0809, ,2,1,1,23.87,30.01, ,57.67,112.78,133.35, ,-.29,-.29,-.32,1
0809005C,0809,0809, ,0809,0809,0809,D587,2,2,1,22.96,31.42, ,54.34,83.65,97.81,106.74,.09,.26,.23,1
0809006C,0809,0809, ,0809,0809, , ,2,1,1,21.14,39.9, ,62.27,112.83, , , ,-.52, ,1
0809007C,0809,0809, ,0809,0809,0809,D587,2,1,1,39.48,49.94, ,74.6,126.22,134.09,149.91,-.51,-.27,-.15,1
0809008C,0809,0809, , , , , ,2,2,1,17.33,24.87, , , , , , , , ,1
0809009C,0809,0809, ,0809,0809,0809,D587,2,2,1,24.73,31.65, ,49.91,77,88.92,90.78,-.79,-.73,-.7,1
0809010C,0809,0809, ,0809,0809,0809,D587,2,1,1,22.44,31.74, ,48.41,96.07,114.5,132.23,-.48,-.57,-.62,1
0809011C,0809,0809, ,0809,0809,0809,D587,2,2,1,29.6,39.52, ,69.09,112.44,130.92,121.8,-.37,-.34,-.29,1
0809012C,0809,0809, ,0809,0809,0809,9995,2,1,1,23.47,32.57, ,49.32,76.05,60.32, ,-.9,-1.71,-1.57,1
0809013C,0809,0809, ,0809,0809,0809,D587,2,1,1,23.16,37.71, ,49.1,86.49,94.14,116.57,-.08,.42,.23,1
0809014C,0809,0809, ,0809, , , ,2,2,1,27.56,36.33, ,61.05, , , ,-.88, , ,1
0809015C,0809,0809, , , , , ,2,2,1,21.48,31.97, , , , , , , , ,1
0809016C,0809, , ,0809,0809,0809,D587,2,2,1, ,27.36, ,48.23,74.64,89.44,96.18,-.8,-.74,-.91,1
0809017C,0809,0809, , , , , ,2,2,2,30.54,44.64, , , , , , , , ,1
0809018C,0809,0809, ,0809,0809,0809,D587,2,1,1,25.12,51.33, ,78.6,111.72,131.48,147.64,-.04,-.14,-.11,1
0809019C,0809,0809, ,0809,0809,0809,D587,2,1,2,18.34,25.52, ,57.47,96.27,100.45,122.83,-.35,-.35,-.03,1
0809020C,0809,0809, ,0809,0809,0809,D587,2,2,1,36.55,46.45, ,74.33,117.81,125.05,150.17,-.8,-.69,-.75,1
0809021C,0809,0809, ,0809,0809,0809,D587,2,2,1,28.78,39.51, ,54.46,102.76,101.11,125.84,-.51,-.25,-.35,1
0809022C,0809,4111, , , , , ,2,1,1, ,44.18, , , , , , , , ,1
0809023C,0809,0809, ,0809,0809,0809,D587,2,2,1,28.86,45.18, ,79.22,116.62,131.44,156.67,-.26,-.3,-.25,1
0809024C,0809,0809, , , , , ,2,1,1,29.32,42.35, , , , , , , , ,1
0810001C,0810,0810, ,0810, , , ,1,2,2,35.23,45.47, ,59.99, , , ,-.62, , ,1
0810002C,0810,0810, ,0810,7313,7313,7313,1,1,2,11.35,14.56, ,21.44,56.08,74.8,89.37,-.76,-.94,-1.17,1
0810003C,0810, , , , , , ,1,1,2,16.62, , , , , , , , , ,1
0810004C,0810,0810, ,0810,7313,A555,E174,1,1,2,24.38,26.93, ,43.64,81.64,106.33,113.09,-.79,-.58,-.46,1
0810005C,0810,0810, , , , , ,1,2,2,21.53,32.45, , , , , , , , ,1
0810006C,0810,0810, , , , , ,1,2,2,25.48,34.41, , , , , , , , ,1
0810007C,0810,0810, , , , , ,1,2,2,20,29.35, , , , , , , , ,1
0810008C,0810,0810, ,0810,7313,7313,E516,1,1,2,14.63,15.46, ,31.88,66.89,76.08,95.42,-.45,-.31,-.5,1
0810009C,0810,0810, , , , , ,1,2,2,23.28,24.21, , , , , , , , ,1
0810010C,0810,0810, ,0810,7313,7313,7313,1,2,2,15.46,21.84, ,30.98,54.81,71.51,84.26,-.78,-.9,-.95,1
0810011C,0810,0810, , , , , ,1,1,2,19.68,18.85, , , , , , , , ,1
0810012C,0810,0810, ,0810, , , ,1,2,2,27.58,46.11, ,63.62, , , ,-.54, , ,1
0810013C,0810,0810, , , , , ,1,2,2,17.92,22.23, , , , , , , , ,1
0810014C,0810,0810, ,0810,7313,7313,7313,1,1,2,16.29,23.38, ,42.98,86.72,102.72,124.51,-.82,-.75,-.68,1
0810015C,0810,0810, ,0810,7313, , ,1,1,2,26.16,26.69, ,56.68,111.94, , ,-.85,-.85, ,1
0810016C,0810,0810, ,0810,7313, , ,1,1,2,13.98,21.76, ,42.08,66.01, , ,-.79,-.6, ,1
0810017C,0810,0810, , , , , ,1,2,2,18.95,22.75, , , , , , , , ,1
0810018C,0810,0810, ,0810,7313,A684, ,1,2,2,18.78,23.14, ,38.9,78.92,87.05, ,-1.34,-1.15,-1.17,1
0810019C,0810,0810, , , , , ,1,2,2,26.44,41.01, , , , , , , , ,1
0810020C,0810,0810, ,0810,7313, , ,1,1,2,22.58,23.2, ,45.81,67.42, , ,-.2,-.76, ,1
0810021C,0810,0810, ,0810,7313,7313,E517,1,1,2,18.68,19.86, ,26.08,66.22,90.91,119.21,-1.22,-1.55,-1.56,1
0810022C,0810,0810, ,0810, , , ,1,1,2,21.35,24.9, ,37.09, , , ,-1.24, , ,1
0810023C,0810,0810, ,0810,7313,4301, ,1,1,2,16.7,28.58, ,44.83,104.25,130.46, ,-.38,-.48,-.92,1
0810024C,0810,0810, ,0810, , , ,1,2,2,20.92,21.45, ,23.32, , , ,.63, , ,1
0811001C,0811,0811, ,0811,7955, , ,1,2,2,16.59,20.19, ,24.41,52.38, , ,-1.3,-1.06, ,1
0811002C,0811,0811, ,0811,0811,0811,D068,1,2,1,30.9,50.61, ,55.54,82.19,110.86,136.39,-.47,-.18,-.2,1
0811003C,0811,0811, ,0811,7315, , ,1,1,2,23.64,45.37, ,48.31,77.6, , ,.39,.19, ,1
0811004C,0811,4301, , ,8257, , ,1,2,2,17.28,31.18, , ,56.41, , , , , ,1
0811005C,0811,0811, ,0811,8460, , ,1,2,2,17.03,21.23, ,36.29,60.4, , ,-1.55,-1.55, ,1
0811006C,0811,0811, ,6443, ,9997,D268,1,2,2,29.43,44.27, ,57.55, , ,115.71, , ,-.62,1
0811007C,0811,0811, ,0811,8690, , ,1,2,2,26.19,40.07, ,46.91,102.61, , ,.05,-.19, ,1
0811008C,0811,0811, ,0811,0811,A099, ,1,2,2,19.87,42.44, ,63.61,116.12,118.76, ,-1.71,-.78,-.8,1
0811009C,0811,4302, ,4302,8326, , ,1,1,2,19.82,32.74, ,57.84,105.17, , ,-1.09, , ,1
0811010C,0811,0811, ,6141,6443, , ,1,2,2,24.64,32.32, ,42.51,62.61, , , ,-.68, ,1
0811011C,0811,0811, ,5688,8645,8645,D269,1,1,2,25.48,38.59, ,53.03,99.51,105.24,127.57,-.82,-.48,-.5,1
0811012C,0811,4458, ,6446,8057,A185,D912,1,1,2, ,43.22, ,49.07,76.58,81.33,115.24,-.23, ,-.16,1
0811013C,0811,0811, ,5689,7319, , ,1,1,2,22.94,46.64, ,64.54,114.81, , ,-.13,-.53, ,1
0811014C,0811,0811, ,0811,4303, , ,1,1,2,23.3,35.94, ,54.24,110.83, , ,-.28, , ,1
0811015C,0811,0811, ,0811,0811,0811,D407,1,2,2,21.68,26.99, ,46.09,55.8,65.8,93.78,-.72,-.94,-1.36,1
0811016C,0811,0811, ,0811,0811, , ,1,1,2,28.12,39.22, ,62.15,119.44, , ,.05,.01, ,1
0811017C,0811,0811, ,0811,0811,0811,D068,1,2,2,20.83,28.39, ,44.56,58.34,82.84,113,-1.09,-1.02,-1.04,1
0811018C,0811,0811, ,9995,6140,7319,A684,1,1,2,24.86,34.49, , ,90.17,119.14,138.13,.05,-1.02,-.94,1
0811019C,0811,0811, ,4458,4458, , ,1,1,2,10.99,12.28, ,15.69,48.36, , ,-.51, , ,1
0811020C,0811,0811, ,0811,0811,0811,D068,1,2,2,23.34,33.94, ,41.56,62.22,96,112.02,.05,-.04,-.06,1
0811021C,0811,0811, ,0811,7318,7318, ,1,2,2,22.97,32.67, ,47.64,66.36,102.18, ,-.71, ,-.78,1
0811022C,0811, , , , , , ,1,2,2, , , , , , , , , , ,1
0811023C,0811,0811, ,0811,0811,0811,D279,1,1,2,19.69,27.7, ,38.29,65,91.55,100.87,-.21,-.13,-.09,1
0811024C,0811,0811, ,6144, , , ,1,2,2,19.65,22.88, ,35.96, , , ,-1.2, , ,1
0812002C,0812,0812, ,0812,0812,0812,0812,1,2,1,20.53,36.93, ,62.92,105.16,123.74,145.58,.84,.73,.7,2
0812003C,0812,0812, ,5690,8058, , ,1,1,1,16.17,21.37, ,45.78,89.71, , ,-.49,-.55, ,2
0812004C,0812,0812, ,0812,0812,0812,0812,1,2,1,19.83,29.76, ,48.64,76.1,104.19,123.84,.45,.41,.65,2
0812005C,0812,0812, ,0812,0812,0812,0812,1,1,1,32.2,54.01, ,118.51,140.29,159.04,170.75,.79,.68,.64,2
0812006C,0812,0812, ,0812,0812,0812,0812,1,2,1,30.25,45.07, ,62.82,107.43,141.15,141.31,1.22,1.15,1.19,2
0812007C,0812, , ,4083,4083, , ,1,1,1, ,30.21, ,36.33,89.94, , ,1.02,1.05, ,2
0812008C,0812,0812, ,0812,0812,0812,0812,1,2,1,44.28,65.68, ,77.72,107.85,134.15,164.76,1.34,1.32,1.28,2
0812009C,0812,0812, ,0812,0812,0812,0812,1,1,1,26.44,33.49, ,62.98,105.33,132.56,145.55,1.02,1.24,1.06,2
0812010C,0812,0812, ,0812,7321, , ,1,1,1,33.89,49.17, ,89.91,142.07, , ,.94,.71, ,2
0812011C,0812,0812, ,0812,0812,0812,E108,1,1,1,33.22,41.42, ,72.84,132.26,129.14,152.65,1.68,1.73,1.61,2
0812012C,0812,0812, ,0812,0812,0812,D849,1,2,1,27.26,39.36, ,58.23,111.95,117.12,150.89,.93,.67,.28,2
0812013C,0812,0812, ,0812,0812,0812,9995,1,2,1,22.54,31.06, ,52.24,82.81,126.32, ,.69,.57,.54,2
0812014C,0812,0812, ,0812,0812, , ,1,2,1,26.79,37.94, ,72.7,118.36, , ,.97,1.19, ,2
0812015C,0812,0812, ,0812,0812,0812,0812,1,1,1,27.69,35.63, ,56.28,116.31,130.53,149.57,.81,.34,.32,2
0812016C,0812,0812, ,0812,7142,7142,D407,1,1,1,25.56,36.03, ,57.54,102.47,116.81,140.3,.24,.33,.18,2
0812017C,0812,0812, ,0812,0812,0812,0812,1,1,1,33.67,44.33, ,107.29,130.19,152.1,163.16,.45,.6,.41,2
0812018C,0812,0812, ,5691,8059,8059,D423,1,1,1,27.73,33.89, ,72.12,146.54,149.79,153.94,.25,.22,.12,2
0812019C,0812,0812, ,0812,0812,0812,C917,1,2,1,28.96,36.74, ,53.61,91.39,125.1,130.69,-.11,-.11,-.13,2
0812020C,0812, , ,9996,9997, , ,1,1,1,32.93,45.63, , , , , ,.4,.4, ,2
0812021C,0812,0812, ,0812,0812,0812,0812,1,1,1,18.41,21.24, ,35.16,62.28,70.28,109.56,1.43,1.34,1.19,2
0812022C,0812,0812, ,9997,9997,9997,D754,1,2,1,26.39,39.29, , , , ,145.82,.94,-.08,.65,2
0812023C,0812,0812, ,0812,0812,0812,0812,1,1,1,44.6,47.44, ,82.19,129.44,152.55,169.19,.72,.7,.32,2
0812024C,0812,0812, ,0812,0812,0812,0812,1,1,1,49.14,54.81, ,62.13,139.03,140.09,161.97,.59,.73,.7,2
0814001C,0814,0814, ,0814, , , ,1,1,2,18.01,22.16, ,48.75, , , ,-.39, , ,1
0814002C,0814,0814, ,0814,0814, , ,1,2,2,22.51,31.38, ,44.42,82.2, , ,-.23,.18, ,1
0814003C,0814,0814, ,0814,0814,0814,D282,1,2,2,12.22,25.16, ,48.27,63.14,78.36,99.57,-.51,-.41,-.77,1
0814004C,0814,0814, , , , , ,1,2,2,20.18,27.45, , , , , , , , ,1
0814005C,0814,0814, ,0814,0814,0814, ,1,2,2,18.29,25.86, ,40.25,76.42,116.76, ,-1.34,-1.34,-1.35,1
0814006C,0814,0814, , , , , ,1,1,2,20.51,31.54, , , , , , , , ,1
0814007C,0814,4305, , , , , ,1,1,2,12.3,13.84, , , , , , , , ,1
0814008C,0814,0814, , ,0814, , ,1,2,2,22.83,28.31, , ,65.91, , , ,.3, ,1
0814009C,0814,0814, ,0814,0814,0814,D285,1,1,2,24.82,33.88, ,52.14,105.09,131.68,156.31,-.02,-.13,-.11,1
0814010C,0814,0814, ,0814,0814,0814, ,1,1,2,16.78,28.91, ,47.02,67.65,72.84, ,-1.1,-1.15,-.82,1
0814011C,0814,0814, , , , , ,1,2,2,18.18,26.08, , , , , , , , ,1
0814012C,0814,0814, ,0814, , , ,1,1,2,18.51,24.82, ,43.74, , , ,-.7, , ,1
0814013C,0814,0814, ,0814,0814, , ,1,2,2,13.77,17.02, ,47.83,71.42, , ,-.28,-.51, ,1
0814014C,0814,0814, ,0814,0814,0814,D286,1,2,2,20.58,32.73, ,45.56,89.81,117.44,122.66,-.78,-.76,-.48,1
0814015C,0814,0814, ,0814, , , ,1,2,2,23.2,28.79, ,49.01, , , , , , ,1
0814016C,0814,0814, , , , , ,1,1,2,27.68,50.45, , , , , , , , ,1
0814017C,0814,4304, , , , , ,1,2,2,18.14,26.22, , , , , , , , ,1
0814018C,0814,0814, ,0814,0814,0814, ,1,1,2,15.95,20.32, ,28.06,55.19,68, ,-.96,-1.34,-.8,1
0814019C,0814,0814, ,0814,0814,0814,D578,1,2,2,19.26,42.67, ,63.17,92.34,135.75,136.87,-.04,.22,.3,1
0814020C,0814,0814, ,0814, , , ,1,1,2,20.69,24.46, ,54.39, , , ,-.54, , ,1
0814021C,0814,0814, , , , , ,1,1,2,13.91,21.66, , , , , , , , ,1
0814022C,0814,0814, ,0814,0814,0814,D286,1,1,2,47.6,88.71, ,86.09,132.15,146.98,150.27,-.59,-.48,-.34,1
0814023C,0814,0814, ,0814, , , ,1,2,2,24.8,39.15, ,58.05, , , ,-.66, , ,1
0814024C,0814,0814, , ,0814,A129, ,1,1,2,28.16,42.97, , ,103.23,122.67, , , ,-.76,1
0814025C,0814,0814, ,0814,0814, , ,1,2,2,13.63,21.63, ,43.49,75.28, , ,-.28,-.51, ,1
0815001C,0815,0815, ,6357,7316,A099,D017,2,1,2,20.17, , ,48.8,115.68,134.74,140.6,.13, ,-.5,1
0815002C,0815,0815, ,0815,9997, , ,2,1,1,18.23,24.83, ,56.15, , , ,-.57,-.59, ,1
0815003C,0815,0815, ,0815,0815,0815,D017,2,2,1,37.05,39.54, ,65.57,104.48,132.62,143.26,-.31,.21,.19,1
0815004C,0815,0815, ,0815,0815,0815,D017,2,1,1,18.62,26.42, ,63.91,129.85,141.46,148.63,-.19,-.19,-.32,1
0815005C,0815,0815, ,0815,9997,9997,D257,2,1,1,12.15,17.49, ,39.19, , ,69.84,-.71,-.72,-.44,1
0815006C,0815,0815, ,0815,0815,0815, ,2,1,1,23.43,30.89, ,42.98,88.92,124.95, ,.68,.67,.64,1
0815007C,0815,0815, ,0815,0815,0815,D017,2,1,1,25.12,39.19, ,59.25,105.3,116.41,108.04,-.2,-.14,-.3,1
0815008C,0815,0815, ,0815,0815,0815,D017,2,1,1,18.12,39.17, ,65.59,109.26,138.99,153.3,.41,.37,.31,1
0815009C,0815,0815, ,0815,0815,0815,D017,2,1,1,29.65,45.7, ,104.32,143.33,151.97,162.36,-.47,-.47,-.17,1
0815010C,0815,0815, ,0815,0815,0815,D017,2,1,1,26.31,49.39, ,73.93,116.2,128.63,145.78,-.47,-.64,-.58,1
0815011C,0815,0815, ,0815,0815,0815,D017,2,2,2,19.14,19.94, ,49.9,68.05,94.12,104.52,-.06,-.5,-1.39,1
0815012C,0815,0815, ,0815,0815, , ,2,2,1,26.53,35.24, ,54.59,115.02, , ,.02,.12, ,1
0815013C,0815,0815, , , , , ,2,1,1,13.85,15.73, , , , , , , , ,1
0815014C,0815,0815, ,0815,0815,0815,D017,2,1,1,25.69,44.25, ,60.06,99.68,133.93,127.08,-.72,-.66,-.63,1
0815015C,0815,0815, ,0815,0815,0815,D017,2,2,2,19.32,26.82, ,45.37,78.85,122.96,116.9,-1.06,-1,-1.03,1
0815016C,0815,4083, ,4083,4083, , ,2,1,1,14.23,27.99, ,33.85,53.84, , ,-.84,-1, ,1
0815017C,0815,0815, , , , , ,2,1,1, , , , , , , , , , ,1
0815018C,0815,0815, ,0815,0815,0815,D017,2,2,1,17.21,21.14, ,62.71,101.77,133.67,123.86,-1.05,-1.13,-1.09,1
0815019C,0815,0815, ,0815,0815, , ,2,2,1,32.98,47.31, ,67.29,94.07, , ,-.22,-.58, ,1
0815020C,0815,0815, ,0815,0815,0815,D017,2,1,1,30.43,46.1, ,108.33,114.12,151.67,155.46,-.56,-.58,-.31,1
0815021C,0815,0815, ,0815,0815,0815, ,2,1,1,25.87,33.33, ,61.19,105.46,116.33, ,-.4,-.4,-.46,1
0815022C,0815,0815, ,0815,0815,0815,D017,2,2,1,22.85,32.69, ,59.94,103.26,114.98,139.88,-.64,-.7,-.65,1
0815023C,0815,0815, ,0815,0815,0815,D017,2,2,1,14.99,25.67, ,39.59,66.54,76.32,107.41,-1.82, ,-1.22,1
0815024C,0815,0815, ,0815,7560, , ,2,2,1,20.4,28.87, ,52.24,89.6, , ,-.87, , ,1
0816001C,0816,0816, , , , , ,2,2,5,29.87,37.05, , , , , , , , ,1
0816002C,0816,4063, , , , , ,2,1,5,22.79, , , , , , , , , ,1
0816003C,0816,0816, ,0816,0816,0816,D291,2,1,5,42.66,50.96, ,98.09,140.18,165.09,171.23,.63,1.21,1.26,1
0816004C,0816,0816, ,0816,0816,0816,D071,2,1,5,18.82,31.22, ,85.23,112.71,140.14,164.51,-.69,-.61,-.67,1
0816005C,0816,0816, ,0816,0816, , ,2,1,1,19.9,46.05, ,65.97,101.61, , ,1.19, , ,1
0816006C,0816,0816, , , , , ,2,1,4,28.96,42.64, , , , , , , , ,1
0816007C,0816,0816, ,0816,0816, , ,2,1,4,31.02,38.66, ,69.88,125.63, , ,-.33,-.5, ,1
0816008C,0816,0816, ,0816,8525,A186,D504,2,2,1,37.3,45.08, ,96.2,115.33,140.35,148.33,.14,.94,.8,1
0816009C,0816,0816, ,0816,0816,0816,D071,2,1,1,40.35,40.78, ,92.63,137.3,152.53,167.62,-.44,-.06,-.55,1
0816010C,0816,0816, ,5693,7148,7148, ,2,1,2,24.94,41.41, ,74.97,123.22,130.23, ,1.07,.76,.77,1
0816011C,0816,0816, ,0816,6057, , ,2,1,2,20.67,20.49, ,31.95,73.16, , ,-.47,-.61, ,1
0816012C,0816,0816, ,0816,0816, , ,2,2,2,22.87,32.42, ,64.19,77.86, , ,-.51,-.08, ,1
0816013C,0816,0816, ,0816,0816,0816,D071,2,2,1,29.79,41.95, ,77.68,105.93,139.12,159.61,1.59,1.5,1.47,1
0816014C,0816,0816, ,0816,0816,0816,E303,2,2,2,21.71,29.42, ,62.3,121.92,152.13,160.15,.68,.58,.66,1
0816015C,0816,0816, ,0816,0816,0816,D071,2,2,1,27.73,30.73, ,63.28,81.11,113.59,159.31,.89,1.02,.99,1
0816016C,0816,0816, ,0816,0816,0816,D071,2,2,1,31.18,40.71, ,76.45,102.68,135.05,159.58,1.04,.42,1.02,1
0816017C,0816, , ,9352, , , ,2,2,4,12.26, , ,42.26, , , ,.23, , ,1
0816018C,0816,0816, ,0816,0816,0816,D071,2,1,2,26.62,36.16, ,63.08,75.41,120.65,157.1,.57,.51,.63,1
0816019C,0816,0816, ,5694,5694, , ,2,1,1,27.76,42.09, ,65.56,121.24, , ,.27,.31, ,1
0816020C,0816,0816, ,5695,5695,7312,E304,2,1,2,21.97,32.45, ,65.54,90.45,111.95,152.95,-.29,-.38,-.41,1
0816021C,0816,0816, ,0816,4219, , ,2,1,2,19.31,25.98, ,47.23,68.02, , ,.46,-.12, ,1
0816022C,0816, , ,9366,7322, , ,2,1,1, ,49.82, ,68.42,110.85, , ,.48,.65, ,1
0816023C,0816,4218, ,4218,4218, , ,2,1,1,30.99, , ,60.32,87.71, , ,-.67,-.28, ,1
0816024C,0816,0816, ,0816,0816,0816, ,2,1,1,17.42,30.21, ,75.09,105.85,144.3, ,-.4,.14, ,1
0817001C,0817,4303, , , , , ,2,1,2,17.18,24.05, , , , , , , , ,1
0817002C,0817,0817, , , , , ,2,2,1,22.61,32.75, , , , , , , , ,1
0817003C,0817,0817, ,0817, , , ,2,1,1,16.34,28.29, ,50.33, , , ,-.6, , ,1
0817004C,0817,0817, ,0817,0817,A058,E745,2,1,2,21.72,31.31, ,46.64,75.37,112.78,99.03,-.84,-.25,-.27,1
0817005C,0817,0817, ,0817,0817,A058, ,2,2,2,29.14,33.08, ,62.88,87.48,109.89, ,-.11,-.08,-.1,1
0817006C,0817,0817, , , , , ,2,1,2,16.05,24.32, , , , , , , , ,1
0817007C,0817,0817, ,0817, , , ,2,2,1,25.21,24, ,51.94, , , ,-.45, , ,1
0817008C,0817,0817, , , , , ,2,2,1,24.34,32.58, , , , , , , , ,1
0817009C,0817,0817, , , , , ,2,2,3,15.79,23.55, , , , , , , , ,1
0817010C,0817,0817, ,0817,0817,A058, ,2,1,2,27.39,28.32, ,63.65,88.64,113.91, ,.94,.74,.79,1
0817011C,0817,0817, , , , , ,2,1,2,13.77,19.82, , , , , , , , ,1
0817012C,0817,0817, ,0817,0817,A058,A058,2,2,2,18.83,26.76, ,54.04,75.92,79.49,83.15,-.06,-.5,-.56,1
0817013C,0817,0817, ,0817,0817, , ,2,2,1,25.6,31.87, ,61,118.33, , ,-.63,-.18, ,1
0817014C,0817,0817, ,0817,0817,A058,D285,2,2,2,28.59,34.84, ,64.14,110.33,140.51,154.05,-.53,-.59,-.32,1
0817016C,0817,0817, ,0817,0817,A058,A058,2,1,2,17.2,27.59, ,43.65,79.15,94.15,116.85,-.77,-.85,-.87,1
0817017C,0817,0817, ,0817, , , ,2,2,2,17.37,25.18, ,47.68, , , ,-.76, , ,1
0817018C,0817,0817, ,0817, , , ,2,1,1,29.96,34.61, ,70.17, , , ,-.52, , ,1
0817019C,0817,0817, ,0817,0817,A058,E693,2,2,2,13.24,13.97, ,43.91,72.59,88.56,103.25,-.39,-.29,-.25,1
0817020C,0817,0817, , , , , ,2,2,2,18.69,22.72, , , , , , , , ,1
0817021C,0817,4219, , , , , ,2,2,2, ,45.63, , , , , , , , ,1
0817022C,0817,0817, ,0817,0817, , ,2,2,2,20.19,26.21, ,56.97,76.06, , ,.46,.36, ,1
0817023C,0817,0817, ,0817,0817, , ,2,2,2,18.57,17.35, ,40.5,56.24, , ,-.09,-.12, ,1
0817024C,0817,0817, ,0817,0817,A058,D849,2,1,2,20.65,24.83, ,37.42,59.95,86.95,116.68,-.02,.08,.01,1
0818001C,0818,0818, ,0818,7185,7185,C924,2,2,1,26.71,33.96, ,44.83,84.47,117.91,151.11,-.95,-1.2,-1.63,1
0818002C,0818, , , , , , ,2,1,1,12.82, , , , , , , , , ,1
0818003C,0818,0818, ,0818,8691,8691,C924,2,2,1,15.51,24.84, ,46.5,83.02,80.29,120.29,-.73,-.83,-.86,1
0818004C,0818,0818, , , , , ,2,1,1,18.71,25.74, , , , , , , , ,1
0818005C,0818,0818, ,0818,8691, , ,2,1,1,13.54,20.97, ,30.29,74.57, , ,.17,.12, ,1
0818006C,0818,0818, ,0818, , , ,2,2,1,13.91,23.52, ,36.65, , , ,-.49, , ,1
